measure,location,sampleDate,unit,value,id
Manganese,Boonsri,21-Jun-07,mg/l,0.0868333333333333,36559
Manganese,Boonsri,21-Mar-02,mg/l,0.13,36016
Manganese,Boonsri,21-Mar-08,mg/l,0.110666666666667,36626
Manganese,Boonsri,21-May-09,mg/l,0.05,36737
Manganese,Boonsri,21-Oct-05,mg/l,0.038,36384
Manganese,Boonsri,21-Oct-10,mg/l,0.00683333333333333,36866
Manganese,Boonsri,21-Sep-06,mg/l,0.023,36480
Manganese,Boonsri,22-Apr-05,mg/l,0.19825,36332
Manganese,Boonsri,22-Apr-10,mg/l,0.05,36820
Manganese,Boonsri,22-Aug-08,mg/l,0.07,36652
Manganese,Boonsri,22-Feb-07,mg/l,0.162666666666667,36524
Manganese,Boonsri,22-Jul-05,mg/l,0.0595,36356
Manganese,Boonsri,22-Jul-99,mg/l,0.04,35798
Manganese,Boonsri,22-Jun-06,mg/l,0.04925,36453
Manganese,Boonsri,22-Mar-07,mg/l,0.178666666666667,36532
Manganese,Boonsri,22-Nov-07,mg/l,0.0555,36600
Manganese,Boonsri,22-Oct-04,mg/l,0.04225,36280
Manganese,Boonsri,22-Oct-09,mg/l,0.05,36782
Manganese,Boonsri,23-Apr-04,mg/l,0.049,36225
Manganese,Boonsri,23-Apr-09,mg/l,0.05,36728
Manganese,Boonsri,23-Apr-11,mg/l,0,36908
Manganese,Boonsri,23-Aug-07,mg/l,0.0425,36577
Manganese,Boonsri,23-Aug-12,mg/l,0,36986
Manganese,Boonsri,23-Jan-03,mg/l,0.148333333333333,36103
Manganese,Boonsri,23-Jan-14,mg/l,0,37069
Manganese,Boonsri,23-Jul-04,mg/l,0.08925,36254
Manganese,Boonsri,23-Jul-09,mg/l,0.05,36758
Manganese,Boonsri,23-Jun-10,mg/l,0.05,36831
Manganese,Boonsri,23-Jun-11,mg/l,0,36923
Manganese,Boonsri,23-Mar-06,mg/l,0.045,36428
Manganese,Boonsri,23-May-02,mg/l,0.0566666666666667,36033
Manganese,Boonsri,23-Nov-06,mg/l,0.066,36499
Manganese,Boonsri,23-Oct-03,mg/l,0.0513333333333334,36182
Manganese,Boonsri,23-Sep-05,mg/l,0.02,36375
Manganese,Boonsri,23-Sep-12,mg/l,0.01235,36992
Manganese,Boonsri,24-Apr-03,mg/l,0.0945,36128
Manganese,Boonsri,24-Aug-06,mg/l,0.057,36473
Manganese,Boonsri,24-Feb-05,mg/l,0.064,36315
Manganese,Boonsri,24-Feb-06,mg/l,0.067,36418
Manganese,Boonsri,24-Jan-08,mg/l,0.038,36617
Manganese,Boonsri,24-Jul-10,mg/l,0.05,36839
Manganese,Boonsri,24-Jun-05,mg/l,0.1075,36351
Manganese,Boonsri,24-Mar-12,mg/l,0.0292833333333333,36965
Manganese,Boonsri,24-May-07,mg/l,0.100833333333333,36551
Manganese,Boonsri,24-Oct-08,mg/l,0.0143333333333333,36673
Manganese,Boonsri,24-Sep-04,mg/l,0.071,36272
Manganese,Boonsri,25-Apr-02,mg/l,0.0666666666666667,36026
Manganese,Boonsri,25-Jan-07,mg/l,0.03375,36517
Manganese,Boonsri,25-Jul-03,mg/l,0.0205,36157
Manganese,Boonsri,25-Jul-08,mg/l,0.059,36648
Manganese,Boonsri,25-Jun-04,mg/l,0.0733333333333333,36244
Manganese,Boonsri,25-Jun-09,mg/l,0.05,36748
Manganese,Boonsri,25-Mar-05,mg/l,0.08275,36324
Manganese,Boonsri,25-Mar-10,mg/l,0.05,36817
Manganese,Boonsri,25-May-06,mg/l,0.0465,36445
Manganese,Boonsri,25-Nov-05,mg/l,0.12,36394
Manganese,Boonsri,25-Oct-07,mg/l,0.11,36593
Manganese,Boonsri,25-Sep-10,mg/l,0.00403333333333333,36855
Manganese,Boonsri,26-Aug-05,mg/l,0.02775,36369
Manganese,Boonsri,26-Feb-04,mg/l,0.15975,36210
Manganese,Boonsri,26-Jan-12,mg/l,0,36955
Manganese,Boonsri,26-Mar-04,mg/l,0.049,36218
Manganese,Boonsri,26-Nov-04,mg/l,0.058275,36289
Manganese,Boonsri,26-Nov-11,mg/l,0,36949
Manganese,Boonsri,26-Oct-06,mg/l,0.02975,36491
Manganese,Boonsri,26-Oct-11,mg/l,0,36940
Manganese,Boonsri,26-Sep-08,mg/l,0.061,36663
Manganese,Boonsri,26-Sep-13,mg/l,0,37053
Manganese,Boonsri,27-Apr-06,mg/l,0.076375,36437
Manganese,Boonsri,27-Aug-04,mg/l,0.0935,36263
Manganese,Boonsri,27-Feb-09,mg/l,0.06,36711
Manganese,Boonsri,27-Jan-06,mg/l,0.02375,36410
Manganese,Boonsri,27-Jul-01,mg/l,0.113333333333333,35983
Manganese,Boonsri,27-Jul-06,mg/l,0.049,36465
Manganese,Boonsri,27-Nov-03,mg/l,0.071,36191
Manganese,Boonsri,27-Sep-02,mg/l,0.0133333333333333,36067
Manganese,Boonsri,28-Aug-08,mg/l,0.0623333333333333,36653
Manganese,Boonsri,28-Jan-05,mg/l,0.05575,36307
Manganese,Boonsri,28-Jan-10,mg/l,0.05,36809
Manganese,Boonsri,28-May-04,mg/l,0.15075,36233
Manganese,Boonsri,28-May-05,mg/l,0.061,36341
Manganese,Boonsri,28-Nov-08,mg/l,0.0303333333333333,36682
Manganese,Boonsri,28-Sep-11,mg/l,0,36938
Manganese,Boonsri,29-Jan-09,mg/l,0.1,36700
Manganese,Boonsri,29-Oct-12,mg/l,0,37000
Manganese,Boonsri,29-Sep-10,mg/l,0.00568333333333333,36856
Manganese,Boonsri,3-Aug-08,mg/l,0.085,36650
Manganese,Boonsri,3-Dec-04,mg/l,0.12525,36292
Manganese,Boonsri,3-Dec-10,mg/l,0.002,36878
Manganese,Boonsri,3-May-06,mg/l,0.049,36442
Manganese,Boonsri,3-Oct-08,mg/l,0.0286666666666667,36665
Manganese,Boonsri,3-Oct-98,mg/l,0.004,35730
Manganese,Boonsri,4-Aug-01,mg/l,0.0933333333333333,35989
Manganese,Boonsri,4-Dec-03,mg/l,0.075,36194
Manganese,Boonsri,4-May-01,mg/l,0.0333333333333333,35968
Manganese,Boonsri,4-May-09,mg/l,0.05,36733
Manganese,Boonsri,4-Nov-10,mg/l,0.00266666666666667,36869
Manganese,Boonsri,5-Dec-98,mg/l,0.008,35743
Manganese,Boonsri,5-Jul-07,mg/l,0.035,36565
Manganese,Boonsri,5-Nov-04,mg/l,0.010625,36283
Manganese,Boonsri,5-Nov-99,mg/l,0.095,35833
Manganese,Boonsri,5-Sep-08,mg/l,0.064,36655
Manganese,Boonsri,5-Sep-98,mg/l,0.0075,35726
Manganese,Boonsri,6-Apr-06,mg/l,0.047,36433
Manganese,Boonsri,6-Apr-07,mg/l,0.0888333333333333,36538
Manganese,Boonsri,6-Feb-08,mg/l,0.021,36621
Manganese,Boonsri,6-Jun-01,mg/l,0.05,35975
Manganese,Boonsri,6-Jun-03,mg/l,0.833333333333334,36142
Manganese,Boonsri,6-Jun-98,mg/l,0.12,35708
Manganese,Boonsri,6-Jun-99,mg/l,0.0933333333333333,35785
Manganese,Boonsri,6-Mar-09,mg/l,0.0746666666666667,36712
Manganese,Boonsri,6-Nov-05,mg/l,0.02375,36388
Manganese,Boonsri,6-Oct-00,mg/l,0.0533333333333333,35922
Manganese,Boonsri,7-Dec-01,mg/l,0.103333333333333,36010
Manganese,Boonsri,7-Dec-06,mg/l,0.05275,36502
Manganese,Boonsri,7-Jun-07,mg/l,0.0926666666666667,36556
Manganese,Boonsri,7-May-04,mg/l,0.0565,36229
Manganese,Boonsri,7-Nov-02,mg/l,0.0533333333333333,36089
Manganese,Boonsri,7-Nov-09,mg/l,0.05,36786
Manganese,Boonsri,7-Nov-98,mg/l,0.009,35736
Manganese,Boonsri,7-Sep-06,mg/l,0.03225,36477
Manganese,Boonsri,8-Apr-05,mg/l,0.05725,36327
Manganese,Boonsri,8-Aug-02,mg/l,0.103333333333333,36051
Manganese,Boonsri,8-Aug-98,mg/l,0.0115,35717
Manganese,Boonsri,8-Dec-00,mg/l,0.0263333333333333,35939
Manganese,Boonsri,8-Feb-07,mg/l,0.0515,36520
Manganese,Boonsri,8-Jan-04,mg/l,0.035,36197
Manganese,Boonsri,8-Jul-05,mg/l,0.054,36353
Manganese,Boonsri,8-Jun-06,mg/l,0.0325,36450
Manganese,Boonsri,8-Oct-04,mg/l,0.0305,36274
Manganese,Boonsri,8-Sep-00,mg/l,0.09,35915
Manganese,Boonsri,9-Apr-04,mg/l,0.03325,36220
Manganese,Boonsri,9-Dec-99,mg/l,0.05,35840
Manganese,Boonsri,9-Jan-99,mg/l,0.02,35750
Manganese,Boonsri,9-Jul-04,mg/l,0.09025,36249
Manganese,Boonsri,9-Jun-00,mg/l,0.0633333333333333,35882
Manganese,Boonsri,9-Mar-06,mg/l,0.0203333333333333,36424
Manganese,Boonsri,9-Mar-07,mg/l,0.0861666666666667,36529
Manganese,Boonsri,9-May-02,mg/l,0.0366666666666667,36031
Manganese,Boonsri,9-May-98,mg/l,0.025,35705
Manganese,Boonsri,9-Nov-06,mg/l,0.02375,36493
Manganese,Boonsri,9-Oct-03,mg/l,0.177,36178
Manganese,Boonsri,9-Sep-05,mg/l,0.027,36371
Manganese,Boonsri,9-Sep-09,mg/l,0.05,36771
Mercury,Boonsri,10-Aug-06,ug/l,0.0476666666666667,37405
Mercury,Boonsri,10-Feb-06,ug/l,0.025,37360
Mercury,Boonsri,10-Jun-05,ug/l,0,37295
Mercury,Boonsri,10-May-07,ug/l,0.0443333333333333,37471
Mercury,Boonsri,11-Apr-98,ug/l,0,37207
Mercury,Boonsri,11-Dec-14,ug/l,0.00566666666666667,37921
Mercury,Boonsri,11-Feb-05,ug/l,0,37263
Mercury,Boonsri,11-Jan-07,ug/l,0.0403333333333333,37439
Mercury,Boonsri,11-Jan-98,ug/l,0,37198
Mercury,Boonsri,11-Jul-98,ug/l,0,37222
Mercury,Boonsri,11-Mar-05,ug/l,0.115666666666667,37271
Mercury,Boonsri,12-Aug-05,ug/l,0,37311
Mercury,Boonsri,12-Mar-98,ug/l,0,37204
Mercury,Boonsri,13-Dec-12,ug/l,0.057,37828
Mercury,Boonsri,13-Jan-06,ug/l,0.055,37353
Mercury,Boonsri,13-Jul-06,ug/l,0.053,37399
Mercury,Boonsri,13-May-05,ug/l,0,37287
Mercury,Boonsri,14-Apr-13,ug/l,0,37843
Mercury,Boonsri,14-Dec-11,ug/l,0.059,37787
Mercury,Boonsri,14-Dec-13,ug/l,0.0546666666666667,37871
Mercury,Boonsri,14-Jan-05,ug/l,0.135666666666667,37255
Mercury,Boonsri,14-Nov-13,ug/l,0,37866
Mercury,Boonsri,15-Apr-12,ug/l,0,37804
Mercury,Boonsri,15-Feb-12,ug/l,0.0696666666666667,37798
Mercury,Boonsri,15-Feb-98,ug/l,0,37201
Mercury,Boonsri,15-Mar-13,ug/l,0.0106666666666667,37839
Mercury,Boonsri,15-Mar-14,ug/l,0.0441,37877
Mercury,Boonsri,16-Aug-13,ug/l,0,37857
Mercury,Boonsri,16-Dec-05,ug/l,0,37348
Mercury,Boonsri,17-Jan-13,ug/l,0,37830
Mercury,Boonsri,17-Jun-12,ug/l,0.184,37811
Mercury,Boonsri,17-May-13,ug/l,0,37847
Mercury,Boonsri,17-Nov-12,ug/l,0,37825
Mercury,Boonsri,17-Sep-14,ug/l,0.011,37904
Mercury,Boonsri,18-Aug-11,ug/l,0.27,37752
Mercury,Boonsri,18-Oct-13,ug/l,0,37863
Mercury,Boonsri,19-Apr-07,ug/l,0.091,37467
Mercury,Boonsri,19-Jul-07,ug/l,0.025,37490
Mercury,Boonsri,19-Jul-13,ug/l,0,37856
Mercury,Boonsri,19-May-10,ug/l,0.353333333333333,37639
Mercury,Boonsri,2-Dec-05,ug/l,0,37344
Mercury,Boonsri,2-Oct-05,ug/l,0,37327
Mercury,Boonsri,20-Dec-07,ug/l,0.126666666666667,37517
Mercury,Boonsri,20-Jan-11,ug/l,0.0416666666666667,37696
Mercury,Boonsri,20-Jul-11,ug/l,1.044,37745
Mercury,Boonsri,20-Jul-12,ug/l,0.054,37813
Mercury,Boonsri,20-Jun-13,ug/l,0,37852
Mercury,Boonsri,20-Sep-07,ug/l,0.052,37503
Mercury,Boonsri,21-Dec-06,ug/l,0.0393333333333333,37438
Mercury,Boonsri,21-Feb-13,ug/l,0,37836
Mercury,Boonsri,21-Jun-07,ug/l,0.0256666666666667,37481
Mercury,Boonsri,21-Jun-14,ug/l,0.0346,37885
Mercury,Boonsri,21-Oct-05,ug/l,0,37332
Mercury,Boonsri,21-Sep-06,ug/l,0.025,37417
Mercury,Boonsri,22-Apr-05,ug/l,0,37284
Mercury,Boonsri,22-Apr-10,ug/l,0.46,37635
Mercury,Boonsri,22-Feb-07,ug/l,0.0766666666666667,37451
Mercury,Boonsri,22-Jul-05,ug/l,0,37306
Mercury,Boonsri,22-Jun-06,ug/l,0.103666666666667,37393
Mercury,Boonsri,22-Mar-07,ug/l,0.025,37458
Mercury,Boonsri,22-May-14,ug/l,0.042,37882
Mercury,Boonsri,22-Nov-07,ug/l,0.025,37510
Mercury,Boonsri,23-Apr-14,ug/l,0.126666666666667,37880
Mercury,Boonsri,23-Aug-07,ug/l,0.048,37497
Mercury,Boonsri,23-Aug-12,ug/l,0.011,37817
Mercury,Boonsri,23-Jan-14,ug/l,0,37874
Mercury,Boonsri,23-Jul-14,ug/l,0.0428,37894
Mercury,Boonsri,23-Jun-10,ug/l,0.388666666666667,37650
Mercury,Boonsri,23-Jun-11,ug/l,0.403666666666667,37736
Mercury,Boonsri,23-Mar-06,ug/l,0.0263333333333333,37372
Mercury,Boonsri,23-Nov-06,ug/l,0.0326666666666667,37430
Mercury,Boonsri,23-Oct-14,ug/l,0.0236666666666667,37911
Mercury,Boonsri,23-Sep-05,ug/l,0,37323
Mercury,Boonsri,23-Sep-12,ug/l,0.0276666666666667,37820
Mercury,Boonsri,24-Aug-06,ug/l,0.0416666666666667,37411
Mercury,Boonsri,24-Feb-05,ug/l,0,37269
Mercury,Boonsri,24-Feb-06,ug/l,0.025,37363
Mercury,Boonsri,24-Feb-14,ug/l,0.0453333333333333,37876
Mercury,Boonsri,24-Jun-05,ug/l,0,37302
Mercury,Boonsri,24-Mar-12,ug/l,0,37802
Mercury,Boonsri,24-May-07,ug/l,0.025,37475
Mercury,Boonsri,25-Jan-07,ug/l,0.0346666666666667,37445
Mercury,Boonsri,25-Mar-05,ug/l,0,37277
Mercury,Boonsri,25-May-06,ug/l,0.032,37386
Mercury,Boonsri,25-May-12,ug/l,0.052,37808
Mercury,Boonsri,25-Nov-05,ug/l,0,37342
Mercury,Boonsri,26-Aug-05,ug/l,0,37318
Mercury,Boonsri,26-Jan-12,ug/l,0.058,37792
Mercury,Boonsri,26-Nov-11,ug/l,0.059,37779
Mercury,Boonsri,26-Oct-06,ug/l,0.0346666666666667,37427
Mercury,Boonsri,26-Oct-11,ug/l,0.059,37768
Mercury,Boonsri,26-Sep-13,ug/l,0,37861
Mercury,Boonsri,27-Apr-06,ug/l,0.0276666666666667,37380
Mercury,Boonsri,27-Aug-14,ug/l,0.0254,37899
Mercury,Boonsri,27-Jul-06,ug/l,0.078,37404
Mercury,Boonsri,27-Nov-14,ug/l,0,37916
Mercury,Boonsri,28-Jan-05,ug/l,0.701333333333333,37261
Mercury,Boonsri,28-May-05,ug/l,0,37292
Mercury,Boonsri,28-Sep-11,ug/l,0.059,37761
Mercury,Boonsri,29-Oct-12,ug/l,0.018,37823
Mercury,Boonsri,3-May-06,ug/l,0.0333333333333333,37383
Mercury,Boonsri,3-Oct-98,ug/l,0,37235
Mercury,Boonsri,5-Dec-98,ug/l,0,37248
Mercury,Boonsri,5-Jul-07,ug/l,0.025,37486
Mercury,Boonsri,5-Sep-98,ug/l,0,37231
Mercury,Boonsri,6-Apr-06,ug/l,0.0266666666666667,37376
Mercury,Boonsri,6-Apr-07,ug/l,0.0426666666666667,37463
Mercury,Boonsri,6-Jun-98,ug/l,0,37216
Mercury,Boonsri,6-Nov-05,ug/l,0,37336
Mercury,Boonsri,7-Dec-06,ug/l,0.055,37431
Mercury,Boonsri,7-Jun-07,ug/l,0.025,37479
Mercury,Boonsri,7-Nov-98,ug/l,0,37241
Mercury,Boonsri,7-Sep-06,ug/l,0.025,37414
Mercury,Boonsri,8-Apr-05,ug/l,0,37279
Mercury,Boonsri,8-Aug-98,ug/l,0,37225
Mercury,Boonsri,8-Feb-07,ug/l,0.463,37447
Mercury,Boonsri,8-Jul-05,ug/l,0,37303
Mercury,Boonsri,8-Jun-06,ug/l,0.115,37390
Mercury,Boonsri,9-Mar-06,ug/l,0.025,37368
Mercury,Boonsri,9-Mar-07,ug/l,0.0343333333333333,37455
Mercury,Boonsri,9-May-98,ug/l,0,37213
Mercury,Boonsri,9-Nov-06,ug/l,0.034,37429
Mercury,Boonsri,9-Sep-05,ug/l,0.156333333333333,37319
Methoxychlor,Boonsri,2-Dec-05,ug/l,0.014,38046
Methoxychlor,Boonsri,3-May-06,ug/l,0.0805,38054
Methoxychlor,Boonsri,9-Mar-06,ug/l,0.005,38053
Methylosmoline,Boonsri,07-Nov-15,ug/l,1.783,38199
Methylosmoline,Boonsri,09-Sep-15,ug/l,0.314333333333333,38189
Methylosmoline,Boonsri,11-Jan-15,ug/l,0.275,38135
Methylosmoline,Boonsri,12-Dec-14,ug/l,0.299333333333333,38126
Methylosmoline,Boonsri,13-Dec-15,ug/l,0.331,38201
Methylosmoline,Boonsri,16-May-14,ug/l,0.304333333333333,38080
Methylosmoline,Boonsri,18-Aug-16,ug/l,0.032,38252
Methylosmoline,Boonsri,18-Feb-16,ug/l,0.0176666666666667,38213
Methylosmoline,Boonsri,18-Nov-16,ug/l,0.0166666666666667,38273
Methylosmoline,Boonsri,19-Mar-15,ug/l,0.314333333333333,38150
Methylosmoline,Boonsri,20-Jun-14,ug/l,0.314333333333333,38088
Methylosmoline,Boonsri,21-Aug-15,ug/l,0.296,38184
Methylosmoline,Boonsri,21-Feb-14,ug/l,0.286,38064
Methylosmoline,Boonsri,21-Mar-14,ug/l,0.295,38070
Methylosmoline,Boonsri,21-May-15,ug/l,0.332666666666667,38164
Methylosmoline,Boonsri,21-Oct-16,ug/l,0.0163333333333333,38267
Methylosmoline,Boonsri,22-Apr-16,ug/l,0.0226666666666667,38229
Methylosmoline,Boonsri,22-Aug-14,ug/l,0.298333333333333,38102
Methylosmoline,Boonsri,22-Oct-15,ug/l,0.301,38195
Methylosmoline,Boonsri,23-Apr-15,ug/l,0.315666666666667,38158
Methylosmoline,Boonsri,23-Jul-15,ug/l,0.29,38179
Methylosmoline,Boonsri,23-Jun-16,ug/l,0.143333333333333,38240
Methylosmoline,Boonsri,24-Jul-16,ug/l,0.043,38247
Methylosmoline,Boonsri,24-Oct-14,ug/l,0.309333333333333,38117
Methylosmoline,Boonsri,25-Jul-14,ug/l,0.308333333333333,38096
Methylosmoline,Boonsri,25-Jun-15,ug/l,0.297,38172
Methylosmoline,Boonsri,25-Mar-16,ug/l,0.0343333333333333,38222
Methylosmoline,Boonsri,25-Sep-16,ug/l,0.051,38259
Methylosmoline,Boonsri,26-Sep-14,ug/l,0.268,38110
Methylosmoline,Boonsri,27-Feb-15,ug/l,0.295666666666667,38147
Methylosmoline,Boonsri,28-Jan-16,ug/l,0.016,38207
Methylosmoline,Boonsri,28-Nov-14,ug/l,0.296,38125
Methylosmoline,Boonsri,29-Jan-15,ug/l,0.304,38139
Metolachlor,Boonsri,10-Aug-06,ug/l,0.208,38377
Metolachlor,Boonsri,10-Feb-06,ug/l,0.013,38330
Metolachlor,Boonsri,10-Jun-05,ug/l,0.0493333333333333,38289
Metolachlor,Boonsri,10-May-07,ug/l,0.038,38453
Metolachlor,Boonsri,11-Jan-07,ug/l,0.00933333333333333,38419
Metolachlor,Boonsri,12-Aug-05,ug/l,0,38305
Metolachlor,Boonsri,12-Oct-06,ug/l,0.01,38397
Metolachlor,Boonsri,13-Jul-06,ug/l,0.099,38370
Metolachlor,Boonsri,13-May-05,ug/l,0.0446666666666667,38280
Metolachlor,Boonsri,19-Apr-07,ug/l,0.039,38448
Metolachlor,Boonsri,19-Jul-07,ug/l,0.005,38473
Metolachlor,Boonsri,20-Dec-07,ug/l,0.00866666666666667,38512
Metolachlor,Boonsri,20-Sep-07,ug/l,0.005,38488
Metolachlor,Boonsri,21-Dec-06,ug/l,0.042,38417
Metolachlor,Boonsri,21-Jun-07,ug/l,0.0166666666666667,38464
Metolachlor,Boonsri,21-Sep-06,ug/l,0.120333333333333,38389
Metolachlor,Boonsri,22-Feb-07,ug/l,0.0296666666666667,38431
Metolachlor,Boonsri,22-Jul-05,ug/l,0.018,38299
Metolachlor,Boonsri,22-Jun-06,ug/l,0.0123333333333333,38363
Metolachlor,Boonsri,22-Mar-07,ug/l,0.0656666666666667,38438
Metolachlor,Boonsri,22-Nov-07,ug/l,0.005,38504
Metolachlor,Boonsri,23-Aug-07,ug/l,0.005,38481
Metolachlor,Boonsri,23-Mar-06,ug/l,0.021,38340
Metolachlor,Boonsri,23-Nov-06,ug/l,0.132,38408
Metolachlor,Boonsri,23-Sep-05,ug/l,0.0826666666666667,38318
Metolachlor,Boonsri,24-Aug-06,ug/l,0.310333333333333,38383
Metolachlor,Boonsri,24-May-07,ug/l,0.0126666666666667,38456
Metolachlor,Boonsri,25-Jan-07,ug/l,0.038,38425
Metolachlor,Boonsri,25-May-06,ug/l,0.106333333333333,38356
Metolachlor,Boonsri,25-Oct-07,ug/l,0.005,38497
Metolachlor,Boonsri,26-Aug-05,ug/l,0,38311
Metolachlor,Boonsri,26-Oct-06,ug/l,0.0573333333333333,38400
Metolachlor,Boonsri,27-Apr-06,ug/l,0.023,38349
Metolachlor,Boonsri,27-Jan-06,ug/l,0.071,38326
Metolachlor,Boonsri,27-Jul-06,ug/l,0.119333333333333,38375
Metolachlor,Boonsri,27-May-05,ug/l,0.0403333333333333,38285
Metolachlor,Boonsri,3-May-06,ug/l,0.103666666666667,38353
Metolachlor,Boonsri,5-Jul-07,ug/l,0.005,38469
Metolachlor,Boonsri,6-Apr-06,ug/l,0.0195,38345
Metolachlor,Boonsri,6-Apr-07,ug/l,0.0193333333333333,38444
Metolachlor,Boonsri,7-Jun-07,ug/l,0.01,38461
Metolachlor,Boonsri,8-Jul-05,ug/l,0.035,38296
Metolachlor,Boonsri,8-Jun-06,ug/l,0.041,38360
Metolachlor,Boonsri,9-Mar-06,ug/l,0.029,38337
Metolachlor,Boonsri,9-Mar-07,ug/l,0.0346666666666667,38435
Metolachlor,Boonsri,9-Nov-06,ug/l,0.130333333333333,38402
Metolachlor,Boonsri,9-Sep-05,ug/l,0.048,38314
Naphthalene,Boonsri,11-Jul-08,mg/l,0.0264066666666667,38526
Naphthalene,Boonsri,13-Dec-09,mg/l,0.01,38566
Naphthalene,Boonsri,19-Mar-09,mg/l,0.01,38538
Naphthalene,Boonsri,20-Jun-08,mg/l,0.01,38524
Naphthalene,Boonsri,21-Aug-09,mg/l,0.01,38549
Naphthalene,Boonsri,21-Feb-08,mg/l,0.01,38519
Naphthalene,Boonsri,21-Mar-08,mg/l,0.01,38521
Naphthalene,Boonsri,21-May-09,mg/l,0.01,38541
Naphthalene,Boonsri,22-Aug-08,mg/l,0.01,38529
Naphthalene,Boonsri,22-Oct-09,mg/l,0.01,38559
Naphthalene,Boonsri,23-Apr-09,mg/l,0.01,38540
Naphthalene,Boonsri,23-Jul-09,mg/l,0.01,38546
Naphthalene,Boonsri,24-Jan-08,mg/l,0.01,38518
Naphthalene,Boonsri,24-Oct-08,mg/l,0.01,38532
Naphthalene,Boonsri,25-Jul-08,mg/l,0.0101533333333333,38527
Naphthalene,Boonsri,25-Jun-09,mg/l,0.01,38543
Naphthalene,Boonsri,26-Sep-08,mg/l,0.01,38530
Naphthalene,Boonsri,27-Feb-09,mg/l,0.01,38537
Naphthalene,Boonsri,28-Nov-08,mg/l,0.01,38535
Naphthalene,Boonsri,29-Jan-09,mg/l,0.01,38536
Naphthalene,Boonsri,7-Nov-09,mg/l,0.01,38563
Naphthalene,Boonsri,9-Sep-09,mg/l,0.01,38550
Nickel,Boonsri,10-Apr-03,ug/l,0.026,38710
Nickel,Boonsri,10-Aug-06,ug/l,1.719,39036
Nickel,Boonsri,10-Feb-06,ug/l,0.869666666666667,38984
Nickel,Boonsri,10-Jul-03,ug/l,0.288,38735
Nickel,Boonsri,10-May-07,ug/l,5.24433333333333,39115
Nickel,Boonsri,10-Oct-02,ug/l,1.07333333333333,38678
Nickel,Boonsri,10-Sep-04,ug/l,3.31333333333333,38849
Nickel,Boonsri,11-Apr-98,ug/l,4.5,38576
Nickel,Boonsri,11-Feb-05,ug/l,1.42866666666667,38883
Nickel,Boonsri,11-Jan-07,ug/l,2.092,39079
Nickel,Boonsri,11-Jan-98,ug/l,5,38567
Nickel,Boonsri,11-Jul-98,ug/l,4.5,38591
Nickel,Boonsri,11-Jun-04,ug/l,3.57666666666667,38817
Nickel,Boonsri,11-Mar-05,ug/l,1.60233333333333,38891
Nickel,Boonsri,12-Aug-05,ug/l,1.25866666666667,38933
Nickel,Boonsri,12-Feb-04,ug/l,3.47533333333333,38783
Nickel,Boonsri,12-Mar-98,ug/l,3,38573
Nickel,Boonsri,13-Aug-04,ug/l,2.86,38835
Nickel,Boonsri,13-Dec-12,ug/l,0,39544
Nickel,Boonsri,13-Feb-03,ug/l,1.99,38695
Nickel,Boonsri,13-Jan-06,ug/l,5.69633333333333,38975
Nickel,Boonsri,13-Jul-06,ug/l,1.28966666666667,39029
Nickel,Boonsri,13-Jun-02,ug/l,1.41,38663
Nickel,Boonsri,13-May-05,ug/l,2.05166666666667,38909
Nickel,Boonsri,13-Nov-03,ug/l,9.15333333333333,38765
Nickel,Boonsri,14-Apr-13,ug/l,0,39560
Nickel,Boonsri,14-Dec-11,ug/l,3,39488
Nickel,Boonsri,14-Dec-13,ug/l,1.64166666666667,39595
Nickel,Boonsri,14-Jan-05,ug/l,9.15766666666667,38874
Nickel,Boonsri,14-Nov-13,ug/l,1.63666666666667,39588
Nickel,Boonsri,15-Apr-12,ug/l,0,39511
Nickel,Boonsri,15-Feb-12,ug/l,0,39501
Nickel,Boonsri,15-Feb-98,ug/l,2,38570
Nickel,Boonsri,15-Mar-13,ug/l,0,39556
Nickel,Boonsri,15-Mar-14,ug/l,2,39601
Nickel,Boonsri,15-Oct-10,ug/l,4.97333333333333,39362
Nickel,Boonsri,16-Aug-13,ug/l,0,39575
Nickel,Boonsri,16-Dec-05,ug/l,0.896333333333333,38970
Nickel,Boonsri,17-Dec-04,ug/l,2.122,38872
Nickel,Boonsri,17-Feb-11,ug/l,4.9593,39395
Nickel,Boonsri,17-Jan-13,ug/l,0,39547
Nickel,Boonsri,17-Jun-12,ug/l,0,39521
Nickel,Boonsri,17-May-13,ug/l,0,39564
Nickel,Boonsri,17-Nov-12,ug/l,0,39540
Nickel,Boonsri,17-Sep-14,ug/l,2.14333333333333,39627
Nickel,Boonsri,18-Aug-10,ug/l,11.0385,39346
Nickel,Boonsri,18-Aug-11,ug/l,2.85356666666667,39451
Nickel,Boonsri,18-Dec-03,ug/l,2.41666666666667,38775
Nickel,Boonsri,18-May-11,ug/l,2.345,39422
Nickel,Boonsri,18-Nov-10,ug/l,1.147,39373
Nickel,Boonsri,18-Oct-13,ug/l,1.29703333333333,39584
Nickel,Boonsri,19-Apr-07,ug/l,12.08,39110
Nickel,Boonsri,19-Jul-07,ug/l,7.23033333333333,39137
Nickel,Boonsri,19-Jul-13,ug/l,0,39573
Nickel,Boonsri,19-Jun-03,ug/l,4.21666666666667,38728
Nickel,Boonsri,19-Mar-11,ug/l,15.0002333333333,39404
Nickel,Boonsri,19-May-10,ug/l,5.66666666666667,39315
