location,sample date,"1,2,3-Trichlorobenzene","1,2,4-Trichlorobenzene",Acenaphthene,Acenaphthylene,AGOC-3A,Alachlor,Aldrin,alpha-Hexachlorocyclohexane,Aluminium,Ammonium,Anionic active surfactants,Anthracene,AOX,Arsenic,Atrazine,Barium,Benzo(a)anthracene,Benzo(a)pyrene,Benzo(b)fluoranthene,"Benzo(g,h,i)perylene",Benzo(k)fluoranthene,Berilium,beta-Hexaxchlorocyclohexane,Bicarbonates,Biochemical Oxygen,Boron,Cadmium,Calcium,Carbonates,Cesium,Chemical Oxygen Demand (Cr),Chemical Oxygen Demand (Mn),Chlorides,Chlorodinine,Chromium,Chrysene,Copper,Cyanides,Dieldrin,Dissolved organic carbon,Dissolved oxygen,Dissolved silicates,Endosulfan (alpha),Endosulfan (beta),Endrin,Fecal coliforms,Fecal streptococci,Fluoranthene,Fluorene,gamma-Hexachlorocyclohexane,Heptachlor,Heptachloroepoxide,Hexachlorobenzene,"Indeno(1,2,3-c,d)pyrene",Inorganic nitrogen,Iron,Isodrin,Lead,Macrozoobenthos,Magnesium,Manganese,Mercury,Methoxychlor,Methylosmoline,Metolachlor,Naphthalene,Nickel,Nitrates,Nitrites,Organic nitrogen,Orthophosphate-phosphorus,Oxygen saturation,"p,p-DDD","p,p-DDE","p,p-DDT",PAHs,PCB 101,PCB 118,PCB 138,PCB 153,PCB 180,PCB 28,PCB 52,Pentachlorobenzene,Petroleum hydrocarbons,Phenanthrene,Potassium,Pyrene,Selenium,Silica (SiO2),Simazine,Sodium,Sulfides,Sulphates,Tetrachloromethane,Total coliforms,Total dissolved phosphorus,Total dissolved salts,Total extractable matter,Total hardness,Total nitrogen,Total organic carbon,Total phosphorus,Trifluralin,Water temperature,Zinc,ID
Boonsri,26-Feb-04,,,,,,,,,,0.194,,,,,,,,,,,,,,160.633333333333,3.13333333333333,,0.850333333333333,50.4333333333333,,,11.1333333333333,5.5,18.1,,8.126,,19.67,,,,10.1333333333333,,,,,,,,,0,,,,,,1.11666666666667,,8.03,,11.2666666666667,0.15975,,,,,,10.2973333333333,0.973,0.0135,,0.0966666666666667,,,,0.001,,,,,,,,,,0,,3,,,8.56333333333333,,14.3333333333333,,48.8666666666667,,,,,,,,,0.108333333333333,,6.66666666666667,215.666666666667,497
Boonsri,26-Jan-12,,,,,,,,,,0.104,0,,,0,,,,,,,,,,189.1,1.22,,0,57.72,,,13.33,5.84,18.44,,0,,3.573,,,,13.33,,,,,0.49,0.033,,,,,,,,,0.89,,0,,31.04,0,0.058,,,,,0,3.005,0.014,,0.107,96.8,,,,,,,,,,,,,0,,3,,,,,13,,106.8,,3.3,,232,,5.45,,,0.129,,1,15.349,498
Boonsri,26-Mar-04,,,,,,,,,,0.103333333333333,,,,0.242,,,,,,,,,,193.166666666667,4.06666666666667,,0.314666666666667,54.4333333333333,,,9.73333333333333,5.26666666666667,23.54,,4.06666666666667,,20,,,,10,,,,,,,,,,,,,,,0.447,,2.21133333333333,,9.7,0.049,,,,,,13.6146666666667,2.26466666666667,0.0163333333333333,,0.140666666666667,,,,0.001,,,,,,,,,,0,,2.66666666666667,,,8.23333333333333,,17.3333333333333,,26.3,,,,,,,,,0.176666666666667,,8,26,499
Boonsri,26-Nov-04,,,,,,,,,,0.414,0,,,,,,,,,,,,,193.166666666667,3.67333333333333,,1.81066666666667,56.13,,,8.74333333333333,5.67333333333333,17.5066666666667,,2.41733333333333,,32.71,,,,9.39,,,,,0.0643333333333333,0.0133333333333333,,,0.0406666666666667,,,,,,0.424333333333333,,4.97666666666667,1.86666666666667,11.3166666666667,0.058275,,,,,,5.10133333333333,1.24,0.04,,0.108,,,,,,,,,,,,,,,,3,,,9.3,,12,,33.0466666666667,,,,,,,,,0.115,,9.33333333333333,0,500
Boonsri,26-Nov-11,,,,,,,,,,0.0956666666666667,0,,,,,,,,,,,,,187.066666666667,0,,0.3,41.9833333333333,,,10.78,3.02666666666667,15.5933333333333,,1.5,,5.328,,,,9.52666666666667,,,,,,,,,,,,,,,0.293333333333333,,3,,23.28,0,0.059,,,,,3,1.85266666666667,0.0213333333333333,,0.156666666666667,87.24,,,,,,,,,,,,,0,,1.66666666666667,,,,,15,,52,,,,251.333333333333,,4.05666666666667,,,0.186666666666667,,10,0,501
Boonsri,26-Nov-15,,,,,,,,,,0.101666666666667,,,,,,,,,,,,,,,1.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.09066666666667,0.00966666666666667,,0.0353333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,0.0493333333333333,,,,1.65433333333333,,0.0586666666666667,,9.5,,502
Boonsri,26-Oct-06,,,,,,0.256666666666667,0.079,0.005,,0.188666666666667,0.0256666666666667,,,,0.0853333333333333,,,,,,,,0.0383333333333333,178.933333333333,1.23,,0.325666666666667,56.33,,,6.55666666666667,2.20666666666667,21.2866666666667,,0.289666666666667,,9.73133333333333,,0.0523333333333333,,8.02666666666667,,0.159666666666667,0.340333333333333,0.0296666666666667,0.00483333333333333,0.000666666666666667,,,0.034,0.005,0.005,,,,0.0813333333333333,,3.34233333333333,1.9,11.9633333333333,0.02975,0.0346666666666667,,,0.0573333333333333,,0.676333333333333,0.896333333333333,0.0266666666666667,,0.109333333333333,78.3333333333333,0.0783333333333333,0.0313333333333333,0.03,,,,,,,,,,2.9405,,2.66666666666667,,,5.08333333333333,0.128,17.3333333333333,,47.5666666666667,,0.153333333333333,,250.666666666667,,106,,,0.163333333333333,,14.1666666666667,20,503
Boonsri,26-Oct-11,,,,,,,,,,0.072,0,,,,,,,,,,,,,201.3,1.2,,0.3,45.56,,,,,25.88,,1.5,,5.171,,,,9.01,,,,,1.3,0.13,,,,,,,,,0.21,,6.126,,16.49,0,0.059,,,,,3,1.288,0.024,,0.14,86.42,,,,,,,,,,,,,0,,3,,,,,21,,24.8,,10.9,,243,,3.71,,,0.17,,12,40.6,504
Boonsri,26-Sep-08,0.001,0.001,0.003,0.004,,,0.025,,,0.178,0.05,0.005,,,,,0.0035,0.0075,0.0075,,0.0075,,,195.2,1.3,,,57.67,,,10.73,3.16,18.85,,,0.003,,,,,8.14,,,,0.025,,,0.0045,,0.04,,,0.02,,,,0.025,,,11.64,0.061,,,,,0.01,,0.791,0.03,,0.09,91.1,,,0.0055,,0.001,,0.002,0.002,0.002,,,0.001,0.01,0.005,3,0.00194,,4.25,,16,0.1,41.2,0.25,,,251,,109.2,,,0.15,,20.5,,505
Boonsri,26-Sep-13,,,,,,,,,,0.0993333333333333,0.124666666666667,,22,0,0,,,,,,,,,173.24,2.35,,0.107333333333333,49.4466666666667,,,11.9433333333333,3.64666666666667,21.34,,0,,3.95033333333333,,,,7.67,3.33333333333333,,,,0.35,0.00566666666666667,,,0,,,,,1.28,0.161666666666667,,1.144,,17.7833333333333,0,0,,,,,0,0.849333333333333,0.0176,1.34,0.0373333333333333,86.2566666666667,,,0,,,,,,,,,,,,2.66666666666667,,,,,21.6666666666667,,36.3633333333333,,8.53333333333333,,253,,,1.26666666666667,2.358,0.149666666666667,,19.6666666666667,32.9733333333333,506
Boonsri,26-Sep-14,,,,,0.321,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,507
Boonsri,27-Apr-06,,,,,,0.2835,0.2245,0.038,,0.088,0.081,,,,0.0845,,,,,,,,0.097,156.566666666667,1.73333333333333,,2.87566666666667,47.4666666666667,,,6.63333333333333,3.7,12.0666666666667,,3.75433333333333,,12.634,,0.0505,,8.76666666666667,,0.02,,0.0445,0.059,0,,,0.0955,0.006,,,,,0.262,,46.8466666666667,,6.73333333333333,0.076375,0.0276666666666667,,,0.023,,5.68266666666667,1.19033333333333,0.013,,0.024,89.2333333333333,,0.008,,,,,,,,,,,,,2.33333333333333,,,10.0066666666667,0.068,10.3333333333333,,27,,2.00666666666667,,188,,,,,0.0273333333333333,,16,22.3333333333333,508
Boonsri,27-Aug-04,,,,,,,,,,0.176666666666667,,,,,,,,,,,,,,180.966666666667,2.93333333333333,,3.06666666666667,49.2,,,9.56666666666666,6.3,16.4,,5.16433333333333,,16.3766666666667,,,,6.3,,,,,1.31333333333333,0.0266666666666667,,,0.0263333333333333,,,,,,1.571,,9.40333333333333,,9.36666666666667,0.0935,,,,,,5.52,0.743333333333333,0.066,,0.0234,,,,,,,,,,,,,,,,4,,,17.0833333333333,,14,,25.8666666666667,,6.68333333333333,,,,,,,0.027,,23.4333333333333,42.6666666666667,509
Boonsri,27-Aug-14,,,,,,,,,,0.0756666666666667,0.124333333333333,,,2.014,0,,,,,,,,,147.62,2.18666666666667,,0,41.4666666666667,,,11.07,2.65,16.9933333333333,,0,,2.68,,,,7.36333333333333,2.1,,,,,,,,0,,,,,,,,2.41033333333333,,13.9033333333333,,0.0254,,,,,2.52233333333333,0.971666666666667,0.0108666666666667,,0.0853333333333333,89.55,,,0,,,,,,,,,,,,3,,,,,14.6666666666667,,29.35,,,,218,,160.466666666667,1.36,1.107,0.134333333333333,,24.1666666666667,27.3,510
Boonsri,27-Aug-16,,,,,,,,,,0.0143333333333333,,,,,,,,,,,,,,,2.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.72,0.0176666666666667,,0.0416666666666667,,,,,,,,,,,,,,,,,,,,,,,,,,0.0466666666666667,,,,1.04133333333333,,0.0516666666666667,,22.5,,511
Boonsri,27-Feb-09,0.001,0.001,0.003,0.004,,,0.001,,,0.372666666666667,0.05,0.005,0,,,,0.0035,0.0075,0.0075,,0.0075,,,168.766666666667,1.86666666666667,,,55.1233333333333,,,7.74,2.07,19.45,,,0.003,,,,,11.1166666666667,,,,0.001,,,0.0045,,0.001,,,0.001,,,,0.001,,,11.3166666666667,0.06,,,,,0.01,,1.29566666666667,0.0313333333333333,,0.145,89.9,,,0.001,,0.001,,0.00263333333333333,0.002,0.002,,,0.001,0.1,0.005,3,0.003,,9.36566666666667,,16.3333333333333,,49.68,0.25,,,246,,104.626666666667,,,0.205,,5,,512
Boonsri,27-Feb-15,,,,,30.1493333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.211333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.295666666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,513
Boonsri,27-Jan-06,,,,,,0.093,0.044,,,0.536666666666667,0.0563333333333333,,,,,,,,,,,,0.227333333333333,189.1,2.62666666666667,,12.7866666666667,55.0366666666667,,,9.06333333333333,4.65666666666667,25.78,,1.8,,3.41566666666667,,0.0445,,9.76333333333333,,0.204333333333333,,0.362666666666667,0.186666666666667,0.0526666666666667,,,0.1115,0.0166666666666667,,,,,0.207666666666667,,1.53766666666667,1.88333333333333,10.0233333333333,0.02375,,,,0.071,,1.71066666666667,0.532333333333333,0.0346666666666667,,0.253333333333333,98,0.422666666666667,0.094,,,,,,,,,,,,,3,,,14.0666666666667,,17.6666666666667,,28.6066666666667,,0.76,,239,,100.146666666667,,,0.28,,0.5,14.6666666666667,514
Boonsri,27-Jul-01,,,,,,,,,,0.07,0.0133333333333333,,,,,,,,,,,,,205,3.7,,2.03333333333333,56.3666666666667,,,12.9666666666667,6.03333333333333,22.5,,19.6433333333333,,24.4333333333333,,,,5.5,,,,,0.01,,,,,,,,,,0.903333333333333,,42.9666666666667,1.85,13.5333333333333,0.113333333333333,,,,,,,1.07666666666667,0.04,,0.0466666666666667,,,,,,,,,,,,,,,,3.19,,,,,8.53333333333333,,55,,1.7,,,,,,,0.0833333333333333,,23.1666666666667,23.6666666666667,515
Boonsri,27-Jul-06,,,,,,0.331333333333333,0.122666666666667,0.00566666666666667,,0.325666666666667,0.0363333333333333,,,,0.256333333333333,,,,,,,,0.0136666666666667,160.633333333333,1.73333333333333,,0.885333333333333,45.4,,,8.63333333333333,4.43333333333333,17.4,,0.266,,2.94833333333333,,0.005,,6.53333333333333,,0.289333333333333,0.0323333333333333,0.005,0.005,0.00133333333333333,,,0.0116666666666667,0.005,0.022,,,,0.392,,3.162,1.85,10.3,0.049,0.078,,,0.119333333333333,,0.836666666666667,0.632333333333333,0.0113333333333333,,0.0716666666666667,79.4,0.114,0.025,0.0473333333333333,,,,,,,,,,,,2.66666666666667,,,7.22,0.0693333333333333,12.6666666666667,,49,,0.166666666666667,,232.666666666667,,87.6666666666667,,,0.0773333333333333,,24,49.3333333333333,516
Boonsri,27-Jun-02,,,,,,,,,,0.293333333333333,,,,,,,,,,,,,,170.8,4.33333333333333,,,42.7666666666667,,,10.4333333333333,6.63333333333333,19,,,,,,,,7,,,,,,,,,0.03,,,,,,,,,,11.6,,,,,,,,1.02666666666667,0.0266666666666667,,0.123333333333333,,,,0,,,,,,,,,,,,,,,,,,,21.7,,,,,,,,,0.15,,23.0666666666667,,517
Boonsri,27-May-05,,,,,,0.0396666666666667,0,0.047,,,,,,,0.054,,,,,,,,0.076,,,,,,,,,,,,,,,,0.0566666666666667,,,,0.111333333333333,0,0.092,0.02,0.00733333333333333,,,0.0506666666666667,0.025,0.132,,,,,,,1.89666666666667,,,,,,0.0403333333333333,,,,,,,,0.120333333333333,0.0653333333333333,0,,,,,,,,,,,,,,,,,,,,,0.0173333333333333,,,,,,,,,,,518
Boonsri,27-Nov-03,,,,,,,,,,0.21,,,,,,,,,,,,,,187.066666666667,3.63333333333333,,0.672,51.7333333333333,,,8.93333333333333,4.13333333333333,20.9666666666667,,4.41333333333333,,4.39,,,,10.4,,,,,,,,,,,,,,,0.222,,2.51333333333333,,10.6333333333333,0.071,,,,,,5.05,0.839666666666667,0.086,,0.0726666666666667,,,,,,,,,,,,,,,,2.33333333333333,,,8.47666666666667,,12.6666666666667,,22.6666666666667,,,,,,,,,0.081,,4.46666666666667,13.6,519
Boonsri,27-Nov-14,,,,,,,,,,0.0406,0.114333333333333,,,1.14133333333333,0,,,,,,,,,178.526666666667,1.53,,0,41.26,,,9.64,2.40666666666667,17.25,,0.844666666666667,,3.057,,,,8.68,3.2,,,,,,,,0,,,,,,,,2.15533333333333,,12.61,,0,,,,,2,0.975233333333333,0.0113,,0.101,75.37,,,0,,,,,,,,,,,,2.66666666666667,,,,,22,,36.32,,,,252,,154.403333333333,1.43566666666667,2.415,0.124666666666667,,8.5,46.4666666666667,520
Boonsri,27-Sep-02,,,,,,,,,,0.133333333333333,0.07,,,,0,,,,,,,,,140,3.4,,0.43,49,,,,3.56666666666667,28.6333333333333,,12.3066666666667,,6.75666666666667,,,,9.13333333333333,,,,,,,,,0,,,,,,0.0966666666666667,,1.87,,12.8,0.0133333333333333,,,,,,,0.66,0.0433333333333333,,0.0266666666666667,,,,,,,,,,,,,,,,,,,,,,,59.4666666666667,,,,,,,,,0.0533333333333333,,19.5,14,521
Boonsri,28-Apr-16,,,,,,,,,,0.0526666666666667,0.164333333333333,,14.5,,0,,,,,,,,,179.95,2.02666666666667,,,44.7466666666667,,,10.9033333333333,2.19,19.5693333333333,,,,,,,,8.63333333333334,,,,,,,,,0,,,,,,,,,,10.9933333333333,,,,,,,,0.75,0.0156666666666667,,0.0273333333333333,88.4533333333333,,,0,,,,,,,,,,0,,2.33333333333333,,,,,13,,27.4733333333333,,,0.0566666666666667,223.333333333333,,156.303333333333,1.10866666666667,3.61366666666667,0.164666666666667,,15,,522
Boonsri,28-Aug-08,,,,,,,,,,0.209333333333333,0.0493333333333333,,,,,,,,,,,,,187.066666666667,1.21666666666667,,,53.7066666666667,,,8.46666666666667,1.49333333333333,17.34,,,,,,,,6.51,,,,,0.93,0.0103333333333333,,,,,,,,,,,,1.94,12.61,0.0623333333333333,,,,,,,1.02233333333333,0.0226666666666667,,0.0256666666666667,76.3333333333333,,,,,,,,,,,,,,,2.66666666666667,,,7.00733333333333,,16.3333333333333,0.1,41.6966666666667,,7.9,,242,,105.9,,,0.0516666666666667,,22.8333333333333,,523
Boonsri,28-Jan-05,,,,,,,0,0.00233333333333333,,0.293333333333333,0.025,,,,0.0773333333333333,,,,,,,,0.00733333333333333,211.466664666667,3.3,,3.57,61.5999996666667,,,8.7,5.03333333333333,22,,1.14566666666667,,3.78733333333333,,0,,9.86666666666667,,0,0,0.02,0.0706666666666667,0.0133333333333333,,,0.0146666666666667,0,0,,,,1.90966666666667,,6.734333,1.82333333333333,9,0.05575,0.701333333333333,,,,,3.163,1.81333333333333,0.0306666666666667,,0.0863333333333333,76.433332,0.00366666666666667,0.006,,,,,,,,,,,,,3,,,,,14.6666666666667,,37.8000006666667,,0.14,,249.333333333333,,110.879999666667,,,0.0943333333333333,,4,37.3333333333333,524
Boonsri,28-Jan-10,,,,,,,,,,0.159,0.05,,21.5,,,,,,,,,,,219.6,1.31,,,63.15,,,7.87,1.56,23.86,,,,,,,,12.37,,,,,0.31,0.079,,,0.003,,,,,,,,,,14.55,0.05,,,,,,,3.36,0.024,,0.049,97.48,,,0.003,,,,,,,,,,0.1,,3,,,9.954,,20,,37.15,0.025,11,,287,,122.36,,,0.1,,4,,525
Boonsri,28-Jan-16,,,,,0.041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,526
Boonsri,28-May-04,,,,,,,,,,0.209333333333333,,,,,,,,,,,,,,180.966666666667,3.86666666666667,,2.36866666666667,44.1333333333333,,,9.9,5.4,18.5666666666667,,1.064,,4.98233333333333,,,,7.53333333333333,,,,,,,,,0.0226666666666667,,,,,,0.099,,3.11033333333333,1.86666666666667,12.9333333333333,0.15075,,,,,,2.99966666666667,0.479666666666667,0.035,,0.0776666666666667,,,,,,,,,,,,,,,,2,,,8.79333333333333,,14.6666666666667,,25.2333333333333,,,,,,,,,0.0833333333333333,,23,21,527
Boonsri,28-May-05,,,,,,,,,,0.273333333333333,0.025,,,,,,,,,,,,,168.166661666667,3.03333333333333,,1.14,43.06,,,8.19666666666667,5.54333333333333,19.573333,,0.674666666666667,,2.71166666666667,,,,6.85666666666667,,,,,,,,,,,,,,,0.197,,3.97933333333333,,10.67,0.061,0,,,,,0.406,1.02666666666667,0.041,,0.058,79.6633326666667,,,,,,,,,,,,,,,2,,,4.05666666666667,,14,,19.1666673333333,,,,194.333333333333,,85.3000003333333,,,0.0716666666666667,,22.3333333333333,25,528
Boonsri,28-May-15,,,,,,,,,,0.0343333333333333,,,,,,,,,,,,,,,1.41333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.932666666666667,0.0126666666666667,,0.0396666666666667,,,,,,,,,,,,,,,,,,,,,,,,,,0.0446666666666667,,,,1.365,,0.0546666666666667,,18.3333333333333,,529
Boonsri,28-May-16,,,,,,,,,,0.055,0.199333333333333,,15.7333333333333,,0,,,,,,,,,166.936666666667,2.11333333333333,,,46.3266666666667,,,11.98,3.09333333333333,12.842,,,,,,,,7.86666666666667,,,,,,,,,0,,,,,,,,,,10.3466666666667,,,,,,,,1.18666666666667,0.0323333333333333,,0.0223333333333333,88.0966666666667,,,0,,,,,,,,,,0,,3,,,,,17.6666666666667,,23.19,,,0.0273333333333333,218.333333333333,,157.61,1.71133333333333,3.76133333333333,0.046,,22.8333333333333,,530
Boonsri,28-Nov-08,0.001,0.001,0.003,0.004,,,0.025,,,0.261333333333333,0.025,0.005,,,0.5,,0.0035,0.0075,0.0075,,0.0075,,,197.233333333333,1.20333333333333,,,57.9333333333333,,,10.1533333333333,3.34333333333333,26.0366666666667,,,0.003,,,,,10.3933333333333,,,,0.025,0.333333333333333,0.0166666666666667,0.0045,,0.04,,,0.02,,,,0.025,,,15.1966666666667,0.0303333333333333,,,,,0.01,,1.28533333333333,0.0266666666666667,,0.0183333333333333,89.83,,,0.0055,,0.001,,0.002,0.002,0.002,,,0.001,0.01,0.005,3,0.001,,6.24966666666667,,22.0733333333333,0.1,57.1733333333333,0.25,3.13333333333333,,285.666666666667,,117.973333333333,,,0.0713333333333334,,9.2,,531
Boonsri,28-Nov-14,,,,,0.566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.228666666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,532
Boonsri,28-Oct-10,,,,,,,,,,0.292333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00166666666667,0.0116666666666667,,0.296666666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.336666666666667,,13.8333333333333,,533
Boonsri,28-Oct-15,,,,,,,,,,0.0356666666666667,,,,,,,,,,,,,,,1.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00733333333333,0.02,,0.0353333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,0.042,,,,1.43466666666667,,0.0496666666666667,,15.1666666666667,,534
Boonsri,28-Sep-11,,,,,,,,,,0.0536666666666667,0,,,,,,,,,,,,,174.866666666667,1.53666666666667,,0.3,51.5533333333333,,,10.33,3.53666666666667,20.9133333333333,,0,,1.74033333333333,,,,8.12666666666667,,,,,0.29,0.0186666666666667,,,,,,,,,0.176666666666667,,5.92146666666667,,14.2266666666667,0,0.059,,,,,3,1.959,0.035,,0.27,93.68,,,,,,,,,,,,,0,,2.7,,,,,23.0333333333333,,59.54,,5.4,,212.333333333333,,3.75333333333333,,,0.306666666666667,,21.1666666666667,20.4690666666667,535
Boonsri,29-Jan-04,,,,,,,,,,0.157666666666667,,,,,,,,,,,,,,227.733333333333,2.46666666666667,,,60.7333333333333,,,10.5666666666667,6.06666666666667,26.2,,,,,,,,10.5666666666667,,,,,,,,,,,,,,,,,,,17.7333333333333,,,,,,,,1.41333333333333,0.0263333333333333,,0.0966666666666667,,,,,,,,,,,,,,0,,3,,,9.16666666666667,,18.6666666666667,,45.8333333333333,,,,,,,,,0.102,,3,,536
Boonsri,29-Jan-09,0.001,0.001,0.003,0.004,,,0.001,,,0.411,0.05,0.005,,,,,0.0035,0.0075,0.0075,,0.0075,,,176.9,2.13,,,52.31,,,8.56,2.46,14.18,,,0.003,,,,,10.82,,,,0.001,,,0.0045,,0.001,,,0.001,,,,0.001,,,9.7,0.1,,,,,0.01,,1.062,0.018,,0.026,87.8,,,0.001,,0.001,,0.002,0.002,0.002,,,0.001,0.1,0.005,3,0.003,,10.402,,14,,35.14,1.386,,,223,,96.6,,,0.035,,4,,537
Boonsri,29-Jan-15,,,,,226.904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,538
Boonsri,29-Oct-12,,,,,,,,,,0.0703333333333333,,,,0,,,,,,,,,,207.196666666667,3,,0.59,59.02,,,10.3333333333333,3.77666666666667,22.8,,0,,2.83833333333333,,,,9.02333333333333,,,,,0.401666666666667,0.024,,,,,,,,,0.206666666666667,,2.17,,20.0466666666667,0,0.018,,,,,0,1.18566666666667,0.008,,0.05,80.9533333333333,,,,,,,,,,,,,,,3,,,,,20,,43.25,,5.94666666666667,,305,,4.59333333333333,,,0.22,,9.16666666666667,90.64,539
Boonsri,29-Sep-10,,,,,,,,,,0.142333333333333,0.15,,,,,,,,,,,,,,,,0.8161,,,,,,,,8.38226666666667,,15.2318333333333,,,,,,,,,,,,,,,,,,,0.0835,,1,,,0.00568333333333333,,,,,,2.93296666666667,2.9,0.0173333333333333,,0.22,,,,,,,,,,,,,,0.3,,2.66666666666667,,,,,20.3333333333333,,,,,,,,,,,0.303333333333333,,6.33333333333333,5.56373333333333,540
Boonsri,31-Oct-14,,,,,,,,,,0.382,0.121,,,,,,,,,,,,,174.46,1.43666666666667,,,39.6733333333333,,,8.26333333333333,2.32333333333333,18.2866666666667,,,,,,,,9.39333333333333,3.36666666666667,,,,,,,,,,,,,,,,,,13.9033333333333,,,,,,,,0.945,0.0106666666666667,,0.116666666666667,92.09,,,,,,,,,,,,,,,,,,,,,,29.5833333333333,,,,249,,155.71,1.535,,0.139333333333333,,13,,541
Busarakhan,01-Aug-15,,,,,,,,,,0.068,,,,,,,,,,,,,,,2.23,,,55.8,,,29.37,7.09,28.92,,,,,,,,7.12,,,,,,,,,,,,,,,,,,,16.8,,,,,,,,1.3,0.029,,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,0.084,376,,209,1.49,,0.179,,26,,542
Busarakhan,02-Feb-02,,,,,,,,,,0.42,,,,,,,,,,,,,,273.2,5.5,,,36.8,,,26,7,55.1,,,,,,,,,,,,,,,,,,,,,,,,,,,37.2,,,,,,,,2.41,0.02,,0.005,,,,,,,,,,,,,,,,,,,,,,,113.4,,,,,,,,,0.03,,1,,543
Busarakhan,02-Jul-04,,,,,,,,,,0.881,,,,,,,,,,,,,,117.1,5.3,,0.266,51,,,53.6,6,47.3,,3.15,,5.365,,,,6.2,,,,,,,,,0.05,,,,,,4.358,,4.181,,18.9,0.1785,,,,,,3.145,1.22,0.049,,0,,,,,,,,,,,,,,0,,,,,10.5,,,,46.8,,,,,,,,,,,26,96,544
Busarakhan,02-Jun-13,,,,,,,,,,0.416,,,,,,,,,,,,,,,4.2,,,,,,,,,,,,,,,,4.53,4.19,,,,,,,,,,,,,,,,,,,,,,,,,,1.431,0.054,,0.029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.28,,0.11,,24,,545
Busarakhan,02-May-14,,,,,,,,,,0.34242,0,,,,,,,,,,,,,,2.59,,,72.94,,,27.42,5.53,52.96,,,,,,,,7.91,1.45,,,,,,,,,,,,,,,,,,23.34,,,,,,,,1.73568,0.0231,,0.0274,,,,,,,,,,,,,,,,3.8,,,,,26.9,,136.7,,,,496,,280,2.11,,0.061,,22.11,,546
Busarakhan,02-Nov-13,,,,,,,,,,0.085,,,,,,,,,,,,,,,1.79,,,,,,,,,,,,,,,,10.7,1.45,,,,,,,,,,,,,,,,,,,,,,,,,,1.119,0.012,,0.082,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.91,,0.101,,11,,547
Busarakhan,02-Nov-14,,,,,,,,,,0.10296,,,,1.2,0,,,,,,,,,,1.4,,0,50.85,,,28.29,3.41,37.9,,1.3,,1.4,,,,9.26,1.43,,,,,,,,0,,,,,,,,1.9,,18.96,,,,,,,0,1.768,0.0219,,0.0952,,,,0,,,,,,,,,,,,,,,,,,,,,,,447,,206,1.95,,0.117,,12,37.5,548
Busarakhan,03-Aug-11,,,,,,,,,,0.158,,,,1.8,,,,,,,,,,230,4.29,,0.19,59.52,,,28.22,4.45,33.5,,2.7,,4,,,,8.42,,,,,,,,,,,,,,,0.27,,1.6,,14.35,0,0.055,,,,,0,0.978,0.025,,0,,,,,,,,,,,,,,,,3.5,,,,,21.3,,,,,,327,,,1.39,,0.038,,28,2.5,549
Busarakhan,03-Dec-04,,,,,,,,,,0.26,,,,,,,,,,,,,,244,3.3,,0.05,43.2,,,28.5,5.1,27.5,,0.602,,4.758,,,,10.4,,,,,,,,,,,,,,,0.532,,8.192,,38.1,0.099,,,,,,5.975,1.89,0.044,,0.031,,,,,,,,,,,,,,,,,,,8.23,,,,126,,,,,,,,,0.162,,7,0,550
