location,measure_date,measure,unit,value
Chai,19-Jun-01,Chlorides,mg/l,25.1666666666667
Somchair,21-Jun-01,Chlorides,mg/l,58.1
Busarakhan,21-Jun-01,Chlorides,mg/l,44
Kannika,21-Jun-01,Chlorides,mg/l,34.3333333333333
Sakda,21-Jun-01,Chlorides,mg/l,33.3
Chai,7-Jul-01,Chlorides,mg/l,34.6
Boonsri,27-Jul-01,Chlorides,mg/l,22.5
Kohsoom,27-Jul-01,Chlorides,mg/l,58
Kannika,27-Jul-01,Chlorides,mg/l,30
Sakda,27-Jul-01,Chlorides,mg/l,27.7
Somchair,28-Jul-01,Chlorides,mg/l,55.4
Busarakhan,28-Jul-01,Chlorides,mg/l,41.6
Boonsri,4-Aug-01,Chlorides,mg/l,17.9666666666667
Kohsoom,26-Aug-01,Chlorides,mg/l,75.1
Chai,26-Aug-01,Chlorides,mg/l,26.4666666666667
Somchair,28-Aug-01,Chlorides,mg/l,59.5
Busarakhan,28-Aug-01,Chlorides,mg/l,47
Kannika,28-Aug-01,Chlorides,mg/l,29.4
Sakda,29-Aug-01,Chlorides,mg/l,29.1
Boonsri,14-Sep-01,Chlorides,mg/l,23.6333333333333
Kohsoom,16-Sep-01,Chlorides,mg/l,78
Chai,22-Sep-01,Chlorides,mg/l,29.8
Somchair,23-Sep-01,Chlorides,mg/l,68.9
Busarakhan,23-Sep-01,Chlorides,mg/l,55.1
Kannika,25-Sep-01,Chlorides,mg/l,33.8
Sakda,25-Sep-01,Chlorides,mg/l,36.6
Boonsri,12-Oct-01,Chlorides,mg/l,25.4666666666667
Kohsoom,14-Oct-01,Chlorides,mg/l,57
Somchair,18-Nov-01,Chlorides,mg/l,62.03
Busarakhan,18-Nov-01,Chlorides,mg/l,48.24
Chai,22-Nov-01,Chlorides,mg/l,36.7
Kannika,23-Nov-01,Chlorides,mg/l,41.33
Sakda,23-Nov-01,Chlorides,mg/l,43.6466666666667
Boonsri,7-Dec-01,Chlorides,mg/l,25.7
Kohsoom,9-Dec-01,Chlorides,mg/l,64
Kannika,21-Dec-01,Chlorides,mg/l,43.6
Sakda,21-Dec-01,Chlorides,mg/l,45.9
Busarakhan,24-Jan-02,Chlorides,mg/l,52
Busarakhan,25-Jan-02,Chlorides,mg/l,52
Busarakhan,26-Jan-02,Chlorides,mg/l,54
Kannika,27-Jan-02,Chlorides,mg/l,31.8333333333333
Sakda,27-Jan-02,Chlorides,mg/l,40.8333333333333
Chai,1-Feb-02,Chlorides,mg/l,36.7
Somchair,2-Feb-02,Chlorides,mg/l,103.3
Busarakhan,2-Feb-02,Chlorides,mg/l,55.1
Boonsri,15-Feb-02,Chlorides,mg/l,23.7
Boonsri,16-Feb-02,Chlorides,mg/l,23.3
Boonsri,17-Feb-02,Chlorides,mg/l,22.8
Chai,18-Feb-02,Chlorides,mg/l,31.8333333333333
Sakda,24-Feb-02,Chlorides,mg/l,43.1666666666667
Kannika,25-Feb-02,Chlorides,mg/l,38.6333333333333
Chai,16-Mar-02,Chlorides,mg/l,31.5
Boonsri,21-Mar-02,Chlorides,mg/l,19.3733333333333
Kohsoom,23-Mar-02,Chlorides,mg/l,85
Kannika,26-Mar-02,Chlorides,mg/l,38.4333333333333
Sakda,28-Mar-02,Chlorides,mg/l,38.2666666666667
Somchair,29-Mar-02,Chlorides,mg/l,94.6
Busarakhan,29-Mar-02,Chlorides,mg/l,61.8
Chai,31-Mar-02,Chlorides,mg/l,29.2666666666667
Somchair,20-Apr-02,Chlorides,mg/l,83.5
Busarakhan,20-Apr-02,Chlorides,mg/l,75.9
Boonsri,25-Apr-02,Chlorides,mg/l,16.8333333333333
Chai,25-Apr-02,Chlorides,mg/l,35.3666666666667
Kohsoom,27-Apr-02,Chlorides,mg/l,60
Kannika,27-Apr-02,Chlorides,mg/l,40.4333333333333
Sakda,27-Apr-02,Chlorides,mg/l,40.4333333333333
Boonsri,9-May-02,Chlorides,mg/l,16.7
Chai,11-May-02,Chlorides,mg/l,61.4
Somchair,18-May-02,Chlorides,mg/l,81.9
Busarakhan,18-May-02,Chlorides,mg/l,40.9
Kannika,18-May-02,Chlorides,mg/l,29.5666666666667
Sakda,18-May-02,Chlorides,mg/l,27.2666666666667
Boonsri,23-May-02,Chlorides,mg/l,20.0333333333333
Kohsoom,25-May-02,Chlorides,mg/l,64
Chai,25-May-02,Chlorides,mg/l,29.5666666666667
Chai,12-Jun-02,Chlorides,mg/l,27.3
Boonsri,13-Jun-02,Chlorides,mg/l,24.3333333333333
Chai,21-Jun-02,Chlorides,mg/l,27.3
Somchair,22-Jun-02,Chlorides,mg/l,88.7
Busarakhan,22-Jun-02,Chlorides,mg/l,40.9
Kannika,22-Jun-02,Chlorides,mg/l,34.1
Sakda,22-Jun-02,Chlorides,mg/l,31.7666666666667
Boonsri,27-Jun-02,Chlorides,mg/l,19
Kohsoom,29-Jun-02,Chlorides,mg/l,53
Boonsri,12-Jul-02,Chlorides,mg/l,22.0666666666667
Chai,13-Jul-02,Chlorides,mg/l,31.8333333333333
Sakda,20-Jul-02,Chlorides,mg/l,79.6
Chai,24-Jul-02,Chlorides,mg/l,36.3666666666667
Boonsri,25-Jul-02,Chlorides,mg/l,24.2
Kannika,25-Jul-02,Chlorides,mg/l,38.6333333333333
Somchair,26-Jul-02,Chlorides,mg/l,102.3
Busarakhan,26-Jul-02,Chlorides,mg/l,47.7
Kohsoom,27-Jul-02,Chlorides,mg/l,46
Boonsri,8-Aug-02,Chlorides,mg/l,20.2333333333333
Chai,10-Aug-02,Chlorides,mg/l,40.6
Chai,21-Aug-02,Chlorides,mg/l,33.2333333333333
Kannika,21-Aug-02,Chlorides,mg/l,38.2066666666667
Boonsri,22-Aug-02,Chlorides,mg/l,18.2333333333333
Somchair,22-Aug-02,Chlorides,mg/l,107.5
Busarakhan,22-Aug-02,Chlorides,mg/l,50.1
Sakda,23-Aug-02,Chlorides,mg/l,35.8
Kohsoom,24-Aug-02,Chlorides,mg/l,57
Boonsri,12-Sep-02,Chlorides,mg/l,22.2
Somchair,12-Sep-02,Chlorides,mg/l,143.4
Busarakhan,12-Sep-02,Chlorides,mg/l,100.3
Chai,13-Sep-02,Chlorides,mg/l,33.4
Boonsri,19-Sep-02,Chlorides,mg/l,24.3
Kohsoom,21-Sep-02,Chlorides,mg/l,71
Kannika,21-Sep-02,Chlorides,mg/l,32.2333333333333
Sakda,21-Sep-02,Chlorides,mg/l,113.6
Chai,25-Sep-02,Chlorides,mg/l,37.8666666666667
Boonsri,27-Sep-02,Chlorides,mg/l,28.6333333333333
Boonsri,10-Oct-02,Chlorides,mg/l,24.5333333333333
Kohsoom,10-Oct-02,Chlorides,mg/l,79.6
Chai,10-Oct-02,Chlorides,mg/l,27.8666666666667
Somchair,12-Oct-02,Chlorides,mg/l,59.5
Busarakhan,12-Oct-02,Chlorides,mg/l,47.5
Kannika,12-Oct-02,Chlorides,mg/l,29.4
Sakda,12-Oct-02,Chlorides,mg/l,29.1
Boonsri,24-Oct-02,Chlorides,mg/l,17.3666666666667
Chai,24-Oct-02,Chlorides,mg/l,33.1333333333333
Kohsoom,26-Oct-02,Chlorides,mg/l,54
Somchair,26-Oct-02,Chlorides,mg/l,21.3
Busarakhan,26-Oct-02,Chlorides,mg/l,28.4
Kannika,26-Oct-02,Chlorides,mg/l,33.1333333333333
Sakda,26-Oct-02,Chlorides,mg/l,37.8666666666667
Chai,30-Oct-02,Chlorides,mg/l,63.9
Boonsri,7-Nov-02,Chlorides,mg/l,21.7333333333333
Chai,7-Nov-02,Chlorides,mg/l,33.1333333333333
Boonsri,21-Nov-02,Chlorides,mg/l,20.1
Kannika,21-Nov-02,Chlorides,mg/l,35.5
Sakda,21-Nov-02,Chlorides,mg/l,33.1666666666667
Kohsoom,23-Nov-02,Chlorides,mg/l,89
Chai,6-Dec-02,Chlorides,mg/l,30.7666666666667
Boonsri,12-Dec-02,Chlorides,mg/l,20.9333333333333
Chai,13-Dec-02,Chlorides,mg/l,28.3666666666667
Sakda,14-Dec-02,Chlorides,mg/l,35.5
Somchair,15-Dec-02,Chlorides,mg/l,120.7
Busarakhan,15-Dec-02,Chlorides,mg/l,63.9
Kannika,18-Dec-02,Chlorides,mg/l,28.4
Boonsri,19-Dec-02,Chlorides,mg/l,24.3333333333333
Kohsoom,22-Dec-02,Chlorides,mg/l,78
Chai,17-Jan-03,Chlorides,mg/l,23.8666666666667
Boonsri,23-Jan-03,Chlorides,mg/l,20.2
Somchair,24-Jan-03,Chlorides,mg/l,108.1
Busarakhan,24-Jan-03,Chlorides,mg/l,50.4
Kannika,24-Jan-03,Chlorides,mg/l,36
Sakda,24-Jan-03,Chlorides,mg/l,38.4
Kohsoom,26-Jan-03,Chlorides,mg/l,67.5
Chai,29-Jan-03,Chlorides,mg/l,29.7666666666667
Chai,3-Feb-03,Chlorides,mg/l,35.7333333333333
Boonsri,13-Feb-03,Chlorides,mg/l,24.1
Kannika,21-Feb-03,Chlorides,mg/l,31.2
Sakda,21-Feb-03,Chlorides,mg/l,28.8
Kohsoom,28-Feb-03,Chlorides,mg/l,78.1
Chai,28-Feb-03,Chlorides,mg/l,33.6
Somchair,28-Feb-03,Chlorides,mg/l,137
Busarakhan,28-Feb-03,Chlorides,mg/l,57.6
Boonsri,6-Mar-03,Chlorides,mg/l,22.0666666666667
Chai,19-Mar-03,Chlorides,mg/l,28.8
Boonsri,20-Mar-03,Chlorides,mg/l,19.5333333333333
Sakda,20-Mar-03,Chlorides,mg/l,26.4
Kannika,21-Mar-03,Chlorides,mg/l,28.8
Kohsoom,23-Mar-03,Chlorides,mg/l,64
Chai,29-Mar-03,Chlorides,mg/l,26.0333333333333
Somchair,30-Mar-03,Chlorides,mg/l,85.2
Busarakhan,30-Mar-03,Chlorides,mg/l,56.8
Boonsri,10-Apr-03,Chlorides,mg/l,18.3333333333333
Chai,20-Apr-03,Chlorides,mg/l,33.1333333333333
Boonsri,24-Apr-03,Chlorides,mg/l,16.7
Kannika,25-Apr-03,Chlorides,mg/l,33.1333333333333
Kohsoom,26-Apr-03,Chlorides,mg/l,56.8
Somchair,26-Apr-03,Chlorides,mg/l,99.4
Busarakhan,26-Apr-03,Chlorides,mg/l,56.8
Sakda,26-Apr-03,Chlorides,mg/l,26.0333333333333
Chai,27-Apr-03,Chlorides,mg/l,40.2333333333333
Boonsri,8-May-03,Chlorides,mg/l,18.1133333333333
Chai,18-May-03,Chlorides,mg/l,26.0333333333333
Kannika,21-May-03,Chlorides,mg/l,26.0333333333333
Boonsri,22-May-03,Chlorides,mg/l,19.4
Somchair,22-May-03,Chlorides,mg/l,120.7
Busarakhan,22-May-03,Chlorides,mg/l,49.7
Sakda,22-May-03,Chlorides,mg/l,33.1333333333333
Kohsoom,24-May-03,Chlorides,mg/l,71
Chai,25-May-03,Chlorides,mg/l,26.0333333333333
Boonsri,6-Jun-03,Chlorides,mg/l,18.0166666666667
Chai,13-Jun-03,Chlorides,mg/l,47.3333333333333
Boonsri,19-Jun-03,Chlorides,mg/l,18.6333333333333
Kohsoom,21-Jun-03,Chlorides,mg/l,60.3
Chai,21-Jun-03,Chlorides,mg/l,30.7666666666667
Kannika,26-Jun-03,Chlorides,mg/l,35.5
Sakda,26-Jun-03,Chlorides,mg/l,35.5
Somchair,28-Jun-03,Chlorides,mg/l,63.9
Busarakhan,28-Jun-03,Chlorides,mg/l,42.6
Chai,6-Jul-03,Chlorides,mg/l,18.9333333333333
Boonsri,10-Jul-03,Chlorides,mg/l,19.31
Chai,10-Jul-03,Chlorides,mg/l,26.0333333333333
Somchair,12-Jul-03,Chlorides,mg/l,42.6
Busarakhan,12-Jul-03,Chlorides,mg/l,35.5
Kannika,24-Jul-03,Chlorides,mg/l,33.1333333333333
Sakda,24-Jul-03,Chlorides,mg/l,33.1333333333333
Boonsri,25-Jul-03,Chlorides,mg/l,17.9
Kohsoom,26-Jul-03,Chlorides,mg/l,49.7
Boonsri,7-Aug-03,Chlorides,mg/l,18.5666666666667
Kohsoom,9-Aug-03,Chlorides,mg/l,56.8
Chai,16-Aug-03,Chlorides,mg/l,28.4
Somchair,20-Aug-03,Chlorides,mg/l,56.8
Busarakhan,20-Aug-03,Chlorides,mg/l,49.7
Kannika,27-Aug-03,Chlorides,mg/l,30.7666666666667
Chai,28-Aug-03,Chlorides,mg/l,30.7666666666667
Sakda,28-Aug-03,Chlorides,mg/l,30.7666666666667
Boonsri,5-Sep-03,Chlorides,mg/l,23.3333333333333
Kohsoom,13-Sep-03,Chlorides,mg/l,64
Chai,13-Sep-03,Chlorides,mg/l,31.6333333333333
Somchair,15-Sep-03,Chlorides,mg/l,43.9
Busarakhan,16-Sep-03,Chlorides,mg/l,36.5
Kannika,17-Sep-03,Chlorides,mg/l,34.0666666666667
Sakda,18-Sep-03,Chlorides,mg/l,34.0666666666667
Chai,8-Oct-03,Chlorides,mg/l,34.0666666666667
Boonsri,9-Oct-03,Chlorides,mg/l,19.0733333333333
Somchair,9-Oct-03,Chlorides,mg/l,36.5
Busarakhan,9-Oct-03,Chlorides,mg/l,43.9
Chai,12-Oct-03,Chlorides,mg/l,27.2966666666667
Boonsri,23-Oct-03,Chlorides,mg/l,23.4666666666667
Sakda,23-Oct-03,Chlorides,mg/l,38.9666666666667
Kohsoom,25-Oct-03,Chlorides,mg/l,49.7
Kannika,25-Oct-03,Chlorides,mg/l,36.5
Boonsri,13-Nov-03,Chlorides,mg/l,25.4733333333333
Chai,19-Nov-03,Chlorides,mg/l,41.4333333333333
Kannika,20-Nov-03,Chlorides,mg/l,48.7333333333333
Sakda,20-Nov-03,Chlorides,mg/l,41.4333333333333
Somchair,22-Nov-03,Chlorides,mg/l,65.8
Busarakhan,22-Nov-03,Chlorides,mg/l,58.5
Boonsri,27-Nov-03,Chlorides,mg/l,20.9666666666667
Chai,28-Nov-03,Chlorides,mg/l,38.9666666666667
Kohsoom,29-Nov-03,Chlorides,mg/l,42
Boonsri,4-Dec-03,Chlorides,mg/l,21.2266666666667
Chai,14-Dec-03,Chlorides,mg/l,26.7666666666667
Boonsri,18-Dec-03,Chlorides,mg/l,23.2333333333333
Kannika,18-Dec-03,Chlorides,mg/l,26.0333333333333
Sakda,18-Dec-03,Chlorides,mg/l,30.7666666666667
Somchair,19-Dec-03,Chlorides,mg/l,65.8
Busarakhan,19-Dec-03,Chlorides,mg/l,58.5
Kohsoom,20-Dec-03,Chlorides,mg/l,56.8
Chai,21-Dec-03,Chlorides,mg/l,24.3333333333333
Boonsri,8-Jan-04,Chlorides,mg/l,27.43
Chai,22-Jan-04,Chlorides,mg/l,33.1333333333333
Somchair,23-Jan-04,Chlorides,mg/l,71
Busarakhan,23-Jan-04,Chlorides,mg/l,56.8
Boonsri,29-Jan-04,Chlorides,mg/l,26.2
Sakda,29-Jan-04,Chlorides,mg/l,40.2333333333333
Chai,30-Jan-04,Chlorides,mg/l,30.7666666666667
Kohsoom,31-Jan-04,Chlorides,mg/l,78
Boonsri,12-Feb-04,Chlorides,mg/l,21.2
Chai,13-Feb-04,Chlorides,mg/l,59.1666666666667
Busarakhan,14-Feb-04,Chlorides,mg/l,49.7
Kannika,19-Feb-04,Chlorides,mg/l,40.2333333333333
Sakda,19-Feb-04,Chlorides,mg/l,37.8666666666667
Chai,22-Feb-04,Chlorides,mg/l,28.4
Boonsri,26-Feb-04,Chlorides,mg/l,18.1
Kohsoom,28-Feb-04,Chlorides,mg/l,67.4
Boonsri,12-Mar-04,Chlorides,mg/l,22.3966666666667
Chai,12-Mar-04,Chlorides,mg/l,33.1333333333333
Somchair,14-Mar-04,Chlorides,mg/l,56.8
Busarakhan,14-Mar-04,Chlorides,mg/l,42.6
Sakda,19-Mar-04,Chlorides,mg/l,34.4333333333333
Chai,21-Mar-04,Chlorides,mg/l,37.8666666666667
Boonsri,26-Mar-04,Chlorides,mg/l,23.54
Kohsoom,28-Mar-04,Chlorides,mg/l,53
Kannika,30-Mar-04,Chlorides,mg/l,36.9
Boonsri,9-Apr-04,Chlorides,mg/l,20.5266666666667
Chai,12-Apr-04,Chlorides,mg/l,27.0333333333333
Somchair,16-Apr-04,Chlorides,mg/l,51.7
Busarakhan,16-Apr-04,Chlorides,mg/l,44.3
Boonsri,23-Apr-04,Chlorides,mg/l,20.8
Sakda,23-Apr-04,Chlorides,mg/l,27.0333333333333
Kannika,24-Apr-04,Chlorides,mg/l,27.0333333333333
Kohsoom,25-Apr-04,Chlorides,mg/l,60.3
Chai,16-May-04,Chlorides,mg/l,21
Kannika,22-May-04,Chlorides,mg/l,30.4333333333333
Sakda,22-May-04,Chlorides,mg/l,35.1
Boonsri,28-May-04,Chlorides,mg/l,18.5666666666667
Kohsoom,30-May-04,Chlorides,mg/l,53
Somchair,30-May-04,Chlorides,mg/l,42.1
Busarakhan,30-May-04,Chlorides,mg/l,42.1
Boonsri,11-Jun-04,Chlorides,mg/l,19.9
Kannika,12-Jun-04,Chlorides,mg/l,22.4666666666667
Sakda,12-Jun-04,Chlorides,mg/l,27
Chai,18-Jun-04,Chlorides,mg/l,27
Somchair,19-Jun-04,Chlorides,mg/l,54
Busarakhan,19-Jun-04,Chlorides,mg/l,60.8
Boonsri,25-Jun-04,Chlorides,mg/l,19.2333333333333
Kohsoom,27-Jun-04,Chlorides,mg/l,63.9
Somchair,2-Jul-04,Chlorides,mg/l,54
Busarakhan,2-Jul-04,Chlorides,mg/l,47.3
Boonsri,9-Jul-04,Chlorides,mg/l,19.2733333333333
Kannika,10-Jul-04,Chlorides,mg/l,38.2666666666667
Sakda,10-Jul-04,Chlorides,mg/l,33.8
Chai,12-Jul-04,Chlorides,mg/l,36.0333333333333
Boonsri,23-Jul-04,Chlorides,mg/l,22.1666666666667
Kohsoom,25-Jul-04,Chlorides,mg/l,49.7
Boonsri,13-Aug-04,Chlorides,mg/l,20.9666666666667
Chai,13-Aug-04,Chlorides,mg/l,31.2333333333333
Somchair,14-Aug-04,Chlorides,mg/l,53.6
Busarakhan,14-Aug-04,Chlorides,mg/l,40.1
Kannika,19-Aug-04,Chlorides,mg/l,45.2666666666667
Sakda,19-Aug-04,Chlorides,mg/l,37.9666666666667
Boonsri,27-Aug-04,Chlorides,mg/l,16.4
Kohsoom,29-Aug-04,Chlorides,mg/l,60.2
Kannika,3-Sep-04,Chlorides,mg/l,29.5666666666667
Sakda,3-Sep-04,Chlorides,mg/l,31.8333333333333
Somchair,4-Sep-04,Chlorides,mg/l,46.8
Busarakhan,4-Sep-04,Chlorides,mg/l,60.2
Chai,9-Sep-04,Chlorides,mg/l,33.4
Boonsri,10-Sep-04,Chlorides,mg/l,18.5233333333333
Boonsri,24-Sep-04,Chlorides,mg/l,22.8333333333333
Kohsoom,27-Sep-04,Chlorides,mg/l,53.2
Boonsri,8-Oct-04,Chlorides,mg/l,20.2366666666667
Kannika,9-Oct-04,Chlorides,mg/l,31.8333333333333
Sakda,9-Oct-04,Chlorides,mg/l,29.5666666666667
Chai,11-Oct-04,Chlorides,mg/l,29.5666666666667
Somchair,21-Oct-04,Chlorides,mg/l,81.9
Busarakhan,21-Oct-04,Chlorides,mg/l,61.4
Boonsri,22-Oct-04,Chlorides,mg/l,21.23
Kohsoom,24-Oct-04,Chlorides,mg/l,46
Boonsri,5-Nov-04,Chlorides,mg/l,17.8033333333333
Chai,21-Nov-04,Chlorides,mg/l,27.5
Boonsri,26-Nov-04,Chlorides,mg/l,17.5066666666667
Kohsoom,28-Nov-04,Chlorides,mg/l,53.3
Boonsri,3-Dec-04,Chlorides,mg/l,15.5666666666667
Somchair,3-Dec-04,Chlorides,mg/l,20.6
Busarakhan,3-Dec-04,Chlorides,mg/l,27.5
Chai,5-Dec-04,Chlorides,mg/l,29.8
Kannika,11-Dec-04,Chlorides,mg/l,29.8
Sakda,11-Dec-04,Chlorides,mg/l,27.5
Boonsri,17-Dec-04,Chlorides,mg/l,16.56
Kohsoom,19-Dec-04,Chlorides,mg/l,42.5
Boonsri,14-Jan-05,Chlorides,mg/l,17.766667
Kannika,16-Jan-05,Chlorides,mg/l,35.5
Sakda,16-Jan-05,Chlorides,mg/l,28.4
Somchair,22-Jan-05,Chlorides,mg/l,113.599999
Busarakhan,22-Jan-05,Chlorides,mg/l,106.5
Chai,27-Jan-05,Chlorides,mg/l,35.5
Boonsri,28-Jan-05,Chlorides,mg/l,22
Kohsoom,30-Jan-05,Chlorides,mg/l,53
Boonsri,11-Feb-05,Chlorides,mg/l,22.8700003333333
Kannika,11-Feb-05,Chlorides,mg/l,30.7666666666667
Sakda,11-Feb-05,Chlorides,mg/l,35.5
Somchair,20-Feb-05,Chlorides,mg/l,92.300003
Busarakhan,20-Feb-05,Chlorides,mg/l,49.700001
Chai,21-Feb-05,Chlorides,mg/l,28.4
Boonsri,24-Feb-05,Chlorides,mg/l,27.4666673333333
Kohsoom,27-Feb-05,Chlorides,mg/l,60.299999
Boonsri,11-Mar-05,Chlorides,mg/l,24.38
Kannika,11-Mar-05,Chlorides,mg/l,52.066667
Sakda,11-Mar-05,Chlorides,mg/l,47.3333333333333
Chai,17-Mar-05,Chlorides,mg/l,40.233332
Somchair,24-Mar-05,Chlorides,mg/l,78.099998
Busarakhan,24-Mar-05,Chlorides,mg/l,71
Boonsri,25-Mar-05,Chlorides,mg/l,21.366667
Kohsoom,27-Mar-05,Chlorides,mg/l,78
Chai,31-Mar-05,Chlorides,mg/l,42.599998
Boonsri,8-Apr-05,Chlorides,mg/l,24.373333
Kannika,8-Apr-05,Chlorides,mg/l,48.1999993333333
Sakda,8-Apr-05,Chlorides,mg/l,45.9000003333333
Chai,11-Apr-05,Chlorides,mg/l,34.400002
Chai,21-Apr-05,Chlorides,mg/l,34.400002
Boonsri,22-Apr-05,Chlorides,mg/l,20.1000003333333
Somchair,24-Apr-05,Chlorides,mg/l,82.699997
Busarakhan,24-Apr-05,Chlorides,mg/l,89.599998
Kohsoom,25-Apr-05,Chlorides,mg/l,56.700001
Boonsri,13-May-05,Chlorides,mg/l,18.5833323333333
Kannika,13-May-05,Chlorides,mg/l,34.099998
Sakda,13-May-05,Chlorides,mg/l,34.099998
Chai,16-May-05,Chlorides,mg/l,27.2666656666667
Boonsri,28-May-05,Chlorides,mg/l,19.573333
Kohsoom,29-May-05,Chlorides,mg/l,74.5
Somchair,29-May-05,Chlorides,mg/l,82.699997
Busarakhan,29-May-05,Chlorides,mg/l,82.699997
Boonsri,10-Jun-05,Chlorides,mg/l,19.8266663333333
Kannika,10-Jun-05,Chlorides,mg/l,34.400002
Sakda,10-Jun-05,Chlorides,mg/l,34.400002
Chai,13-Jun-05,Chlorides,mg/l,32.1000013333333
Somchair,17-Jun-05,Chlorides,mg/l,68.900002
Busarakhan,17-Jun-05,Chlorides,mg/l,55.099998
Boonsri,24-Jun-05,Chlorides,mg/l,18.1666663333333
Kohsoom,26-Jun-05,Chlorides,mg/l,60.299999
Boonsri,8-Jul-05,Chlorides,mg/l,17.6666666666667
Kannika,8-Jul-05,Chlorides,mg/l,45.9000003333333
Sakda,8-Jul-05,Chlorides,mg/l,66.5333353333334
Boonsri,22-Jul-05,Chlorides,mg/l,24.523334
Chai,23-Jul-05,Chlorides,mg/l,48.2766673333333
Kohsoom,24-Jul-05,Chlorides,mg/l,67.400002
Somchair,24-Jul-05,Chlorides,mg/l,75.800003
Busarakhan,24-Jul-05,Chlorides,mg/l,62.029999
Chai,31-Jul-05,Chlorides,mg/l,37.2466663333333
Boonsri,12-Aug-05,Chlorides,mg/l,26.786666
Kannika,12-Aug-05,Chlorides,mg/l,44.9666656666667
Sakda,12-Aug-05,Chlorides,mg/l,73.366666
Somchair,14-Aug-05,Chlorides,mg/l,72.300003
Busarakhan,14-Aug-05,Chlorides,mg/l,59.099998
Chai,18-Aug-05,Chlorides,mg/l,43.8000006666667
Chai,25-Aug-05,Chlorides,mg/l,47.3333333333333
Boonsri,26-Aug-05,Chlorides,mg/l,22.966667
Kohsoom,28-Aug-05,Chlorides,mg/l,56.799999
Boonsri,9-Sep-05,Chlorides,mg/l,21.5699996666667
Kannika,9-Sep-05,Chlorides,mg/l,47.3333333333333
Sakda,9-Sep-05,Chlorides,mg/l,71
Chai,22-Sep-05,Chlorides,mg/l,52.066667
Boonsri,23-Sep-05,Chlorides,mg/l,26.0333336666667
Somchair,24-Sep-05,Chlorides,mg/l,99.400002
Busarakhan,24-Sep-05,Chlorides,mg/l,92.300003
Kohsoom,25-Sep-05,Chlorides,mg/l,53.200001
Chai,29-Sep-05,Chlorides,mg/l,56.8000006666667
Boonsri,2-Oct-05,Chlorides,mg/l,26.9699996666667
Chai,10-Oct-05,Chlorides,mg/l,53.8666676666667
Kannika,14-Oct-05,Chlorides,mg/l,48.4666673333333
Sakda,14-Oct-05,Chlorides,mg/l,379.5
Chai,20-Oct-05,Chlorides,mg/l,58.5333343333333
Boonsri,21-Oct-05,Chlorides,mg/l,26.0666666666667
Kohsoom,23-Oct-05,Chlorides,mg/l,60.299999
Somchair,23-Oct-05,Chlorides,mg/l,196.800003
Busarakhan,23-Oct-05,Chlorides,mg/l,133.5
Boonsri,6-Nov-05,Chlorides,mg/l,22.1866663333333
Kannika,11-Nov-05,Chlorides,mg/l,51.5333343333333
Sakda,11-Nov-05,Chlorides,mg/l,51.5333343333333
Chai,19-Nov-05,Chlorides,mg/l,51.5333343333333
Somchair,24-Nov-05,Chlorides,mg/l,112.400002
Busarakhan,24-Nov-05,Chlorides,mg/l,105.400002
Boonsri,25-Nov-05,Chlorides,mg/l,22.5999996666667
Chai,26-Nov-05,Chlorides,mg/l,46.200001
Kohsoom,27-Nov-05,Chlorides,mg/l,60.400002
Boonsri,2-Dec-05,Chlorides,mg/l,24.7833333333333
Chai,5-Dec-05,Chlorides,mg/l,58.3333333333333
Kannika,9-Dec-05,Chlorides,mg/l,49.200001
Sakda,9-Dec-05,Chlorides,mg/l,51.5333343333333
Boonsri,16-Dec-05,Chlorides,mg/l,22.3999996666667
Chai,16-Dec-05,Chlorides,mg/l,60.8666676666667
Kohsoom,18-Dec-05,Chlorides,mg/l,53.299999
Somchair,22-Dec-05,Chlorides,mg/l,91.300003
Busarakhan,22-Dec-05,Chlorides,mg/l,70.300003
Boonsri,13-Jan-06,Chlorides,mg/l,25.6
Kannika,13-Jan-06,Chlorides,mg/l,44.9666666666667
Sakda,13-Jan-06,Chlorides,mg/l,47.3333333333333
Chai,19-Jan-06,Chlorides,mg/l,40.2333333333333
Boonsri,27-Jan-06,Chlorides,mg/l,25.78
Chai,28-Jan-06,Chlorides,mg/l,41.4
Busarakhan,28-Jan-06,Chlorides,mg/l,49.7
Kohsoom,29-Jan-06,Chlorides,mg/l,60.4
Somchair,29-Jan-06,Chlorides,mg/l,142
Boonsri,10-Feb-06,Chlorides,mg/l,19.7366666666667
Kannika,10-Feb-06,Chlorides,mg/l,42.6
Sakda,10-Feb-06,Chlorides,mg/l,42.6
Boonsri,24-Feb-06,Chlorides,mg/l,25.4266666666667
Chai,24-Feb-06,Chlorides,mg/l,42.6
Somchair,25-Feb-06,Chlorides,mg/l,120.7
Busarakhan,25-Feb-06,Chlorides,mg/l,56.8
Kohsoom,26-Feb-06,Chlorides,mg/l,63.9
Chai,28-Feb-06,Chlorides,mg/l,42.6
Boonsri,9-Mar-06,Chlorides,mg/l,24.9433333333333
Kannika,9-Mar-06,Chlorides,mg/l,42.6
Sakda,9-Mar-06,Chlorides,mg/l,40.2333333333333
Chai,17-Mar-06,Chlorides,mg/l,40.2333333333333
Boonsri,23-Mar-06,Chlorides,mg/l,19.1333333333333
Somchair,23-Mar-06,Chlorides,mg/l,78.1
Busarakhan,23-Mar-06,Chlorides,mg/l,63.9
Kohsoom,25-Mar-06,Chlorides,mg/l,58.8
Chai,29-Mar-06,Chlorides,mg/l,40.2333333333333
